,text,label
1229,"The Sopranos is probably the most widely acclaimed TV series ever, so naturally my expectations were through the roof, and yet the show surpassed them. I love the mafia and crime genre in film and I enjoy following the compelling stories set in these worlds, but this is so much more. 86+ hours of material gives the story a chance to not only be one of the most thrilling and unpredictable mafia/action stories, but also to be a great family drama, a shocking character study, a laugh-out-loud comed",1
1230,"The Sopranos (now preparing to end) is the very peak of adult television and drama. When The Sopranos hits the mark, it really hits the mark. Using great writing and great actors (most of them being extras from Goodfellas) the series is aloud to progress in a satisfyingly unpredictable and exceptional way. Heading up the cast is James Gandolfini, who for all intensive purposes is Tony Soprano, and Edie Falco, who certainly holds her own. The series also boasts a great collection of regulars to p",1
1231,"Well... easily my favourite TV series ever. Call me a walking mail cliché but include violence, mafia, sex, gambling, drugs etc. on a show and you're already winning points on in my book. Combine all that with acting that superceeds anything you've ever seen on the small screen, add directing that fits cinema of the vintage type and most of all writing that blows the mind (and a few brains a long the way) and you got yourself a show thats gonna be pretty tough to compete with.<br /><br />Above a",1
1232,"The Sopranos stands out as an airtight, dynamic exploration of American life, and how the American experience is shaped and defined by money. By setting the story in the milieu of the underworld, David Chase eliminates all barriers to a grunt, low to the ground and outright mean deconstruction of the post-modern era. <br /><br />Every character represents a facet of American industry. Tony Soprano exemplifies the beleaguered working stiff, torn between familial duty and a need to keep his ""busin",1
1233,"I think you would have to be from the USA to get a lot of the jokes. But if you liked Princess Bride and Forest Gump, You would like this movie. You can't compare the quality of the filming to those of course, but having the cameraman trip was obviously done on purpose. Killer Tomatoes is a hundred times better than Nepolean Dynamite. Just my opinion. I'm sure that people from France would not appreciate the caricatures of the French. So this film isn't for a world audience. And while I am not a",1
1234,"I can't add an awful lot to the positive reviews already on here - great acting, balanced writing, multi-faceted characters, a great anti-hero in Tony, great commentary on millennial American life. The integral use of psychiatry coupled with Tony's mother issues are especially fresh and humorous. Several other characters add a lot of depth - Hesh's interesting history as an outsider muscling in, Ralphie's total irredeemable viciousness, Chris' dual desires in life, and so on.<br /><br />I have t",1
1235,"The Sopranos is perhaps the most mind-opening series you could possibly ever want to watch. It's smart, it's quirky, it's funny - and it carries the mafia genre so well that most people can't resist watching. The best aspect of this show is the overwhelming realism of the characters, set in the subterranean world of the New York crime families. For most of the time, you really don't know whether the wise guys will stab someone in the back, or buy them lunch. <br /><br />Further adding to the rea",1
1236,"Take a pinch of GOODFELLAS, mix it with THE GODFATHER, add some Roman mythology and plenty of lowbrow comedy, and you have THE SOPRANOS, about a mob clan operating out of northern New Jersey. It's almost as entertaining as pro wrestling. I am not the biggest fan of this show, but I do admire James Gandolfini's very complicated Tony Soprano, a psychopath with an occasional glimmer of conscience. I also have come to admire te contributions of folks like gravel-voiced Dom Chianese as the bewildered",1
1237,"I've only watched the first series on DVD, but would summarise The Sopranos as a Shakespearean plot with a Tarantino-like script. The series is as good as Goodfellas and Casino, and almost as good as The Godfather (hence not a ""10""), and far better than any of Guy Ritchie's efforts. Although there's plenty of action, some of it pretty bloody, the story is character driven. Even some of the minor characters contribute to great story lines; e.g. the priest's relationship (or lack of) with Carmilla",1
1238,"It probably isn't fair that I have got to see the majority of all the interesting reviews on the Sopranos and then get to add what people have forgotten, but oh well.......<br /><br />From a standpoint of acting, how could any actor fail with these characters? Each one mesmerizing and intense in their pursuits of life. Tony Soprano-while a mob ""Capo"" and suffering from mental illness, still sees his life in front of him and knows what has to be done to survive. Each of his men, you see their liv",1
1239,"I believe that The Sopranos is an awesome show because of all the supporting characters in it. i have bought every video so far and am waiting for the rest to be released. In all 42 episodes so far, the best one is definitely episode #3, Denial, Anger, Acceptance. This episode deals with my most favorite character of all time in The Sopranos. His name was Brendan Filone. He was killed for hijacking the wrong truck and accidentally killing a truck driver. Brendan was awesome because he was actual",1
1240,"""The Godfather"", ""Citizen Kane"", ""Star Wars"", ""Goodfellas"" None of the above compare to the complex brilliance of ""The Sopranos"". Each and every character has layers upon layers of absolute verity, completely and utterly three dimensional. We care about Tony Soprano wholeheartedly, despite the fact that in the simplest model of good vs. evil, he is evil. Soprano is the most provocative, intricate, and fascinating protagonist ever created to this point in history. If you're in the mood to be over",1
1241,"Not only do the storylines in ""The Sopranos"" engage audiences from all over, but I think (for me at least) what brings the viewers back is the acting. (Not even you, Gary, can dispute that claim) James Gandolfini, who plays the lead-man, Tony Soprano, has become (in this viewer's opinion) one of the ""Hollywood Elites"" as far as acting in a television series goes. I wouldn't go ahead and compare him with Robert DeNiro or Al Pacino, or at least, not just yet. He, however, does do a hell of a job p",1
1242,"The ""gangster"" genre is now a worn subject one that is too often subjected to parody. In retrospect the series is a culmination of previous clichés that have been utilized in it's genre, thankfully the writers have advanced upon this flaw by creating a realism which has been applied to it. The Sopranos is an epic crime saga that illustrates it's content with psychological depth that is characterized with subtle nuance, humor and unvarnished violence. The key protagonist Tony Soprano is perceived",1
1243,"There are so many reasons as to why I rate the sopranos so highly, one of its biggest triumphs being the cast and character building. Each character unfolds more and more each series. Also each series has an array of different 'small time characters' as well as the main. A good example of a character (who was only in three episodes) who you can feel for is David the compulsive gambler played brilliantly by Robert Patrick. Every little detail builds the perfect TV series. The show revolves round ",1
1244,"This is not ""so bad that it is good,"" it is purely good! For those who don't understand why, you have the intellect of a four year old (in response to a certain comment...) Anyways, Killer Tomatoes Eat France is a parody of itself, a parody of you, and a parody of me. It is the single most genius text in cinematic history. I have it and the three prequels sitting on my DVD rack next to Herzog and Kurosawa. It embodies the recognition of absurdity and undermines all that you or me call standard. ",1
1245,"Wow. I LOVED the whole series, and am shocked at comments by people who thought it ended badly. Perhaps it waffled a bit in seasons 4 & 5, while remaining better than anything else on television. But 6 and particularly 6b were beautiful permutations on the themes developed in the more muscular first three seasons. <br /><br />6B started with such a sombre mood and Janice's always keen insight into the family angst - that doom-filled line about knowing Tony's penchant for sitting and staring. Any",1
1246,"As a guy who has seen all the seasons, I can say that JG constantly surprises me. I mean, after you saw him shifting from laughter to paranoia instantly throughout the seasons and after every little gesture of his made u believe he is a gangster, u thought to yourself: OK he is a good actor and he can get into a gangster's skin. But after seeing him opening his eyes and struggling for his life, I mean I could almost feel the pain he ""made"" us believe he was going through. I was so touched by his",1
1247,"When we started watching this series on cable, I had no idea how addictive it would be. Even when you hate a character, you hold back because they are so beautifully developed, you can almost understand why they react to frustration, fear, greed or temptation the way they do. It's almost as if the viewer is experiencing one of Christopher's learning curves.<br /><br />I can't understand why Adriana would put up with Christopher's abuse of her, verbally, physically and emotionally, but I just hav",1
1248,"Greetings from this Portuguese guy :)<br /><br />I believe The Sopranos are one of the best production ever, it has reality and fiction mixed in such a way, that it's hard to see the difference. It has the same quality as GodFather! James Gandolfini fits at the paper as a glove! I would love The Sopranos would never finish at all. It's perfect! It should be a subject in school :) I saw Sopranos when I was a kid, but I was too young to stay waked until the episode ends, so now I bought the all Ep",1
1249,"THE SOPRANOS (1999-2007)<br /><br />Number 1 - Television Show of all Time <br /><br />Everyone thought this would be a stupid thing that wouldn't go past a pilot episode. The Sopranos has become a cultural phenomenon and universally agreed as one of the greatest television shows of all time. <br /><br />James Gandolfini plays the enigmatic New Jersey crime boss, Tony Soprano, accompanied by a stellar cast. Edie Falco is superb as the worrying, loving upper-middle class mother; Tony Sirico is tr",1
1250,"What can you possibly say about a show of this magnitude? ""The Sopranos"" has literally redefined television as we know it. It has broken all rules, and set new standards for television excellence. Everything is flawless, the writing, directing, and for me, most of all, the acting. Watching this show you'll find yourself realizing that these characters are NOT real. The acting tricks you into thinking there is a real Tony Soprano, or any character. This show is also very versatile. Some people do",1
1251,"The Sopranos is arguably the greatest show in Dramatic Television history.<br /><br />Its hard to think of another series that boasts so much intelligence, sublime writing or first rate performances.<br /><br />Across its epic scope it produces fresh and iconic characters and a constant level of high quality. Centering around the life of one Tony Soprano, a man who lives in two families. One is the conventional wife and two kids nuclear family the other a huge New Jersey Mafia group, of which he",1
1252,"I love MIDNIGHT COWBOY and have it in my video collection as it is a favorite of mine. What is interesting to me is how when MIDNIGHT COWBOY came out in 1969, it was so shocking to viewers that it was rated X. Of course, at that time X meant Maturity. Since I was only two years old at the time of the movie's release, it is hard for me to imagine just how shocked viewers were back then. However, when I try to take into account that many of the topics covered in the film, which included prostituti",1
1253,"First I would like to say how great this. It is astounding and sometimes shocking. And to say the least I'm 11 years old and this is my favorite movie, I can definitely stand a boring film, but this is anything but boring. It is like a trip through humanity. Its stark realism shows through this monumental masterpiece. It is a heart wrenching tale of two down and outers (VOIGHT AND Hoffman) who build a mutual friendship. Joe Buck (VOIGHT) a naive Texan stud comes to New York to make it rich by en",1
1254,"I didn't at all think of it this way, but my friend said the first thing he thought when he heard the title ""Midnight Cowboy"" was a gay porno. At that point, all I had known of it was the reference made to it in that ""Seinfeld"" episode with Jerry trying to get Kramer to Florida on that bus and Kramer's all sick and with a nosebleed.<br /><br />The movie was great, and surprisingly upbeat and not all pissy pretentious pessimistic like some movies I can't even remember because they're all crap.<br",1
1255,"This is a great example of a good, dumb movie. No, it is not high art by any means. Nor is the script anywhere close to a Woody Allen or Mel Brooks. BUT SO WHAT! The Killer Tomatoes series (four movies and a cartoon series) are basically good-natured romps gleefully trampling on the kind of territory the Zuckers ruled before they switched to making serious flicks.<br /><br />As the title suggests, this fourth installment of the Killer Tomatoes trilogy deals with the Killer Tomatoes plot against ",1
1256,"Jon Voight is brilliant in Midnight Cowboy, but Hoffman's performance, though reminiscent of his later turn in Rainman, is the kind of performance that keeps me watching movies. As a portrayal of a New York character, only Daniel Day Lewis' portrayal of Bill Butcher in Gangs of New York comes to mind as comparable, and Day doesn't give his character the emotional depth that Hoffman gives Ratso. <br /><br />It's typical of Hoffman's way of acting that the actor we tend to identify most with Midni",1
1257,"I was going through a list of Oscar winners and was surprised to see that this film beat Butch Cassidy and the Sundance Kid for best picture in 1969. After actually seeing it, however, I'm not surprised anymore. It was way ahead of its time in regards to its style, cinematography, and use of flashback to help develop Joe Buck's character.<br /><br />The most amazing thing to me is the depth of Joe Buck's character in such a short movie. I think Voight captured the naivete and the viciousness-whe",1
1258,"Jon Voight plays a man named Joe. Joe is shook up by a haunting childhood. He has a strong fear and hatred of religion due to his traumatic baptism. He quits his job as a dishwasher and goes out to become a hustler for wealthy people. He meets a misfit named Ratso(Dustin Hoffman) and the two for a relationship. They go out and work together in helping each other out. They become thieves. The two grow remarkably close and soon can't live without each other. However, there is something very import",1
1259,"Although I love this movie, I can barely watch it, it is so real. So, I put it on tonight and hid behind my bank of computers. I remembered it vividly, but just wanted to see if I could find something I hadn't seen before........I didn't: that's because it's so real to me.<br /><br />Another ""user"" wrote the ages of the commentators should be shown with their summary. I'm all for that ! It's absolutely obvious that most of these people who've made comments about ""Midnight Cowboy"" may not have be",1
1260,"Acidic, unremitting, and beautiful, John Schlesinger's masterpiece is no less effective today than 35 years ago, when American life was even more disorienting. The film probably could not have been made at any other time in history, because so many upheavals were taking place in the late 1960s: final dissolution of the Great American West, the intensification of war in Vietnam, and the clash of social ideals that were bewildering in variety.<br /><br />'Midnight Cowboy' is widely known as the on",1
1261,"What makes Midnight Cowboy into a successful movie is the way in which Joe Buck becomes bonded to Ratso Rizzo through a series of hardships that affect them both. There really aren't many glimpses of hope in this film for either character, but the hard realities that beset them both give the film its own type of optimism that these men can at least find humanity within each other.<br /><br />This film features Jon Voight's finest performance and probably Dustin Hoffman's as well. The rest of the",1
1262,"""Midnight Cowboy"" is one of those films thats been proclaimed a masterpiece with good reason - it really is one of the finest films ever made in America. Its both artistically valid yet entirely accessible and commercial. No wonder it was a huge success when initially released. But be warned, its also one of the most heartbreaking films ever made. The characters are memorable, well-developed, and ultimately tragic. The filmmakers should be applauded for not giving us the Hollywood ending, someth",1
1263,"Midnight Cowboy made a big fuss when it was released in 1969, drawing an X rating. By today's standards, it would be hard pressed to pull an R rating. Jon Voight, who has been better, is competent in his role as Joe Buck, an out of town hick wanting to make it big with the ladies in New York City. He meets a seedy street hustler named Ratso Rizzo, who tries to befriend Buck for his own purposes. The two eventually forge a bond that is both touching and pathetic. As Ratso, Dustin Hoffman simply s",1
1264,"Midnight Cowboy is not for everybody. It's raw, painful, and realistic but very entertaining. The lead actors Jon Voight and Dustin Hoffman who would go on to become Oscar winning actors deliver amazing performances. Voight as the Texas hustler, Joe Buck, who migrates from small town Texas to New York City to become a hustler. He does not apologize for his chosen profession but it is not that easy. The New York City women like the rich lady played by Georgeann Johnson and Cass played by Oscar no",1
1265,"Hardly the stuff dreams are made of is this pursuit of the brass ring by a naive hustler (JON VOIGT) and his lame con-man sidekick (DUSTIN Hoffman), soon to forge a friendship based on basic survival skills.<br /><br />A daring film for its time, and a foremost example of the kind of gritty landscape being explored in the more graphic films of the '60s. Symbolic of the ""end of innocence"" in American films, since it was the only X-rated film to win a Best Picture Oscar.<br /><br />JON VOIGT is th",1
1266,"Sandra Bernhard is quite a character, and certainly one of the funniest women on earth. She began as a stand-up comedienne in the 1970s, but her big break came in 1983 when she starred opposite Jerry Lewis and Robert De Niro in Scorsese's underrated masterpiece, ""The King of Comedy"". Her film career never quite took off, though. She did make a couple of odd but entertaining pictures, such as ""Dallas Doll"" (1994) or ""Dinner Rush"" (2000), but the most amazing parts were those she created for herse",1
1267,"John Schlesinger's 'Midnight Cowboy' is perhaps most notable for being the only X-rated film in Academy history to receive the Oscar for Best Picture. This was certainly how I first came to hear of it, and, to be completely honest, I didn't really expect much of the film. This is not to say that I thought it would be horrible, but somehow I didn't consider it the sort of movie that I would enjoy watching. This is one reason why you should never trust your own instincts on such manners  a remark",1
1268,"""Midnight Cowboy"" was never a great movie to start with but it is a classic. You know it's a classic the moment its insistent theme song, 'Everybody's Talking' starts up on the soundtrack, (actually not written for the film), and the way the camera introduces us to Joe Buck, (naked and in the shower). We had seen Jon Voight before but had never really noticed him but when he tells us he's 'one helluva stud' who's to doubt him? This was a great performance that had iconic star status as well as a",1
1269,"Just kidding.<br /><br />Seeking greener pastures in the form of hustling in New York City, Jon Voight is young optimist Cowboy (almost Forest Gump-like) Joe Buck from Texas. It does not take long for the Big Apple to mercilessly swallow him and his ambitions whole and very soon Joe is the target of both the coldness of New Yorkers and cons from its street-thugs. Given his pure heart, he takes pity on one of these thugs, Ratso Rizzo (Dustin Hoffman) and later moves in with him in his wreck of ap",1
1270,"Saw this as a young naive punk when it was first released. Had me snifflin' like a baby as I left the theatre, trying not to let anyone see. So, when I saw it again now in '07, I knew what to expect & the sobs were ready & primed as their required moment approached. Thankfully this time I was at home.<br /><br />What I hadn't remembered from my youthful viewing- or perhaps hadn't noticed because of it, was the technical brilliance of this movie. The use of flashbacks which tell so much story wit",1
1271,"Midnight Cowboy opens with a run down Drive In theater with the voice-over of the main character Joe Buck (Jon Voight) singing in the shower. He is singing a cowboy song, the very thing he strives to be. Joe picks up his humdrum life living in Texas and moves it to New York City with the dream of lots of women, and even more money. He dresses as the epitome of the cowboy, but in a cartoonish fashion, not even his friends take him seriously. He begins his journey on the bus to NYC and we can quic",1
1272,"After Racism, Rural exodus -also known as migration from the country side- is another socio-political issue of the 1960s. WestSide Story had dealt with Racism by a love feast in an artistic view. Now, Midnight Cowboy deals with rural exodus by a friendship tragedy in a psychological view. It has a deeply grievous ending that we witness one of the two companions of fate passing away.<br /><br />Director John Schlesinger skillfully deliver us the deepest secret thoughts, dreams, fantasies, fears a",1
1273,"Fascinating downer about a would-be male hustler in New York City forced to live in a condemned building with a crippled con-man. Extremely bleak examination of modern-day moral and social decline, extremely well-directed by John Schlesinger (who never topped his work here) and superbly acted by Jon Voight and Dustin Hoffman. Packs quite a punch overall, yet the ""fantasy"" scenes--some of which are played for a chuckle--are mildly intrusive, as is the ""mod"" drug party. The relationship that devel",1
1274,"It's not quite the timeless masterpiece you would hope it would be based on the acclaim it garnered, but 1969's ""Midnight Cowboy"" is still a powerhouse showcase for two young actors just bursting into view at the time. Directed by John Schlesinger and written by Waldo Salt, the movie seems to be a product of its time, the late 1960's when American films were especially expressionistic, but it still casts a spell because the story comes down to themes of loneliness and bonding that resonate no ma",1
1275,"'Midnight Cowboy' was rated X with the original release back in 1969. There are some scenes where you can understand that, just a little. The movie about Joe Buck (Jon Voight) coming from Texas to New York City to become a hustler is sometimes a little disturbing. Dressed up as a cowboy he tries to live as a hustler, making money by the act of love. It does not work out as he planned. After a guy named Rico 'Ratso' Rizzo (Dustin Hoffman) first pulled a trick on him and stole some money they beco",1
1276,"Joe Buck (Jon Voight) decides he's going to leave his small life in Texas and make it big in the Big City. The women are there for the asking and the men are mainly ""tutti-fruttis."" Wide-eyed, he comes to New York City, not prepared for the series of humiliating misadventures he experiences, one worse than the other. In the middle of that chaos, he meets and befriends Rico ""Ratso"" Rizzo (Dustin Hoffmann), a homeless-looking man who lives in an apparently condemned building.<br /><br />There isn'",1
1277,"At the time I recall being quite startled and amused by this movie. I referred to it as the most important movie I'd seen in ten years, and found myself bumping into people who said similar things. <br /><br />Bernhard has an unusually perceptive behavioral notebook. And she has shaped the bitter adolescent personality that we all had, into a corrosive, adult world-view. The two together provide a startling mix which may be too edgy for some viewers. (Hi Skip. I wish you weren't my brother so I ",1
1278,"I sat down to watch ""Midnight Cowboy"" thinking it would be another overrated '60s/'70s movie. Some of my favorite films come from the '70s, in the same vein as ""Midnight Cowboy"" (""Taxi Driver,"" ""Mean Streets,"" ""Panic in Needle Park,"" etc.) but there are many, many overrated ones as well that have gained strong reputations amongst critics for being groundbreaking - unfortunately a vast majority of them don't hold up as well today. I sort of feel this way about ""Easy Rider."" (Although it, too, is ",1
1279,"The only reason I knew of Midnight Cowboy was because it was in the AFI Critic's Top 100. For a top 100 it is not a very well known movie; indeed, I had to look hard to find a copy, I got the DVD version for about half-price. Surprisingly it was only rated M15+ (the uncut version).<br /><br />I doubt many will take notice of this review (more like comment) so I'll make it brief.<br /><br />This is perhaps one of the strangest movies I've seen, partly because of the use of montages, artistic film",1
1280,"Watching Midnight Cowboy is like taking a masterclass in acting/ directing/ cinematography/ editing/ writing. I was too young to watch it when it was originally released, and only saw it for the first time a couple of years ago, but it has absolutely stood the test of time, and I have watched it several times since. <br /><br />Everything about this film is brilliant, from the poignant performances from Voight and Hoffman (even though I know this movie well, I still find myself welling up every ",1
1281,"Virile, but naive, big Joe Buck leaves his home in Big Spring, Texas, and hustles off to the Big Apple in search of women and big bucks. In NYC, JB meets up with frustration, and with ""Ratso"" Rizzo, a scruffy but cordial con artist. Somehow, this mismatched pair manage to survive each other which in turn helps both of them cope with a gritty, sometimes brutal, urban America, en route to a poignant ending.<br /><br />Both funny and depressing, our ""Midnight Cowboy"" rides head-on into the vortex o",1
1282,"In my opinion, this is one of the greatest movies ever made in America and it deserved every single award it won and it's place on the AFI Top 100 list (though it's shamefully too low on the IMDB Top 250 list, at only #183 as of this writing). If you enjoy acting of the highest calibre (Voight and Hoffman are a superb match), well-drawn characterizations and inventive direction, editing and cinematography, you'll love this just as much as I did. Schlesinger paints a vivid, always credible pictur",1
1283,"Young, handsome, muscular Joe Buck (Jon Voight) moves from Texas to New York thinking he'll make a living by being a stud. He gets there and finds out quickly that it isn't going to be easy--he goes through one degrading experience after another. At the end of his rope he hooks up with crippled, sleazy Ratso Rizzo (Dustin Hoffman). Together they try to survive and get out of the city and move to Florida. But will they make it?<br /><br />Very dark, disturbing yet fascinating movie. Director John",1
1284,"I typically don't like reality shows, particularly the ones that are profiting off of ""American Idol""'s success. But this one I can live with.<br /><br />Comedians from all around the world perform a brief routine for celebrity talent scouts, and if they like them, those guys will be sent to perform a routine for an actual audience. Then ten or twelve comics are selected to live in a house together and do ""Survivor"" style competitions using comedic tactics. Then one will be determined as ""Last C",1
1285,"Horror is perhaps one of two genres where logic doesn't always win out over imagination. We all know that killers like Freddy, Jason, Michael and even Leatherface shouldn't be able to sustain the amount of pain they do and still live to fight another day. Most of us don't believe that zombies really rise from the dead to stalk people and eat their brains. And let's hope that at least some people know that when you enter places like Funhouses and old mansions that unspeakable crimes are not going",1
1286,"Shocking, well-made chiller is an undervalued tale of atrocious murder and evil forces.<br /><br />Small town doctor tries to discover who, or what, is committing a series of violent sexual murders.<br /><br />Incubus is a tight mystery, with some horrific murder sequences, that builds to an off-beat and eerie climatic twist. The murder scenes are intense and gory, so this isn't a film for the squeamish! The direction of John Hough, along with a bizarre music score, combine to create a dark atmo",1
1287,"This is a wonderful film... First impressions of cynicism and crassness are soon dissipated by a fun loving display of how men and women's baser motivations diverge (Vive la difference !) <br /><br />You can love people despite and sometimes because of their weaknesses. Human beings are a bit rubbish really, but we have big hearts and we try our best, despite temptation. It's not our fault when sometimes temptation can't be resisted, that's just who we are.<br /><br />There is a consistent styli",1
1288,"This is one of those unfortunate films that suffered an even more sad, unfortunate death at the box office. I saw this film at a local art cinema,in revival form,shortly after it tanked in mainstream cinemas. It certainly deserves to be approached a second time (or even a third). Sandra B. takes it to the limit by doing spoken word & taking on some well known songs in this piece (her version of Hank William's 'I'm So Lonesome I Could Cry' could easily move you to tears). Maybe someday, audiences",1
1289,"This is truly the greatest Swedish movie of all time. Not only is it revolutionary in its narration, but its also among the first movies to feature the next generation of Swedish humor and Swedish comedians. Felix Herngren and Fredrik Lindström are two of the most intelligent and witty filmmakers in Sweden today, and this film really puts that on display.<br /><br />""Vuxna människor"" (Adult People) is a warm-hearted and hilarious story about adulthood, and the question if we wouldn´t be better o",1
1290,"This is a very funny movie! I have no idea whether it translates well into other languages or not. However, I do think men all over the world can identify with ""Frank"" and his thoughts to some extent! These thoughts are hugely entertaining and women will also enjoy this movie I'm sure!<br /><br />All cast members perform well, and this film could have been a tremendous hit all over the world if it was made in England or the US. But for those of you who are fortunate enough to understand Swedish,",1
1291,"High energy Raoul Walsh classic from 1933, The Bowery places saloon owner and operator Wallace Beery against bitter rival and dandy, George Raft, with adopted street kid Jackie Cooper and good looking Faye Wray in roles that play in between their big rivalry. It's not clear exactly what the rivalry is all about, but everyone follows it in the daily tabloids. Plenty of wisecracks at the beginning, but the characters soften up as the film progresses. Apart from that is the sheer exuberance of the ",1
1292,"I love this freekin movie! Walsh is a true master of the cinematic form, his film have been sometimes in my opinion, overlooked. But this film is a favourite of mine because it really gives you the feel of the time the film was set in.\<br /><br />All the wonderful characters that existed, the lifestyle, the mode of dress, the way they spoke, OK they might be exaggerated, but it is good to know that there were occasion when two men tried to outdo each other with insane stunts.<br /><br />I just ",1
1293,"In Brooklyn a century ago, the rivalry between Chuck Connors and Steve Brodie and their competing volunteer fire brigades leads to Brodie's famous bet that he can jump off the Brooklyn Bridge. This is a story which will be familiar to a lot of people through a Bugs Bunny spoof, ""Bowery Bugs"" from 1949.<br /><br />This generally very enjoyable film would probably be more widely available if it were not for the notorious and unsettling scene involving some Chinese tenement dwellers -- a time capsu",1
1294,"Four words account for why this film was made - ""She Done Him Wrong"". The huge commercial success of that Mae West vehicle convinced the studio brass that Gay '90s melodramas were a viable proposition. Here we are rewarded with a fast moving, well written romp which neatly targets the personalities of its stars.<br /><br />Wallace Beery and George Raft are excellent as friendly rivals; Jackie Cooper is a little harder to take, but it is Fay Wray who steals the film with her stock-in-trade damsel",1
1295,"George Raft as Steve Brodie, the carefree, dancing gambler who can never refuse a dare, is pitted against the lumbering, sentimental, Chuck Connors (Wallace Beery).A soft touch for every panhandler, Connors impulsively adopts waifs and strays, notably runaway orphan ""Swipes"" (Jackie Cooper, complete with kittens!) and the homeless Lucy Calhoun, an out-of-town innocent with ambitions to become a writer. <br /><br />In this male-dominated culture, communication takes place mostly in the form of vi",1
1296,"A favourite of mine,this movie tells of two feuding New York ""characters"", Steve Brodie(Raft) and ""Chuck"" Connors(Beery),who both strive to be the ""Main Guy"" in the Bowery in the late Nineteenth Century.<br /><br />Brodie(1863-1901) and Connors(1852-1913),were real people,though this is a heavily fictionalized account of their antics(based on a play).Brodie's legendary(did he do it?- it's still a cause of argument!),jump from the Brooklyn bridge(1886),for which he became famous,is shown here as ",1
1297,"Culled from the real life exploits of Chuck Connors and Steve Brodie in 1890s New York, ""The Bowery"" is high energy and good natured.<br /><br />But be warned: Casual racial epithets flow off the tongues of Wallace Beery and little Jackie Cooper. The very first shot might be startling. This is true to the time it was set and the time it was made. And it also speaks to the diversity of population in that neck of the woods. It certainly adds to the gritty flavor of the atmosphere.<br /><br />Beery",1
1298,when i saw the movie at first i thought that it was boring because nothing was happening but when all the scary things started to happen like when church dies and is brought back to life and also gage and his mom die and there idiot dad has to bring them back to life even though he nows the warnings and ignores Jud.this is not Steven kings best work. i thought that his best work was the shining. i don't think that people who see this movie and comment on how awful it was are wrong because all th,1
1299,"Did Sandra (yes, she must have) know we would still be here for her some nine years later?<br /><br />See it if you haven't, again if you have; see her live while you can.",1
1300,"There is something about Pet Sematary that I never felt anywhere else. Maybe the fact I was a kid when I first watched it made this experience so memorable. But as I keep watching it over and over again, it never gets old, and I never get bored. From the opening credits with that creepy opening song to the very chaotic ending, there is something insane, sad and scary at the same time, and it keeps ringing in your head: sometimes dead is better! <br /><br />I don't think it would be useful to rel",1
1301,Overall this movie was excellent for its time and will be interesting for many more generations to come. Although the plot is not 100% accurate to the book most everything is correct. The movie does skip far ahead and does miss some important parts. I found the book and ready and immediately wished that they had made a movie (because I hadn't found out about the movie yet) but later I found the movie in a bargain bin at Wal-Mart and decided to buy it and see if it was what I had expected. Overal,1
1302,"Personally, I absolutely love this movie and novel(I read the book first and decided to see the movie). First of all the plot is truly original and one of a kind. The acting is also great and i love the cast. Judd Crandall (plays Fred Gwynne) fits his role perfectly and really sells it to you. There are also a few corny lines thrown in there (Idk if they were meant to be corny), but they really will lighten up the mood and provide a good laugh. The Maine atmosphere is really a perfect spot to fi",1
1303,"Ah, clichés, clichés, clichés; They're a main part of a wide variety of horror films.This one, has a lot of them.Still, it's Stephen King, one of the best masters of horror. This movie was really good, just TOO predictable. And what horror movie doesn't have stupid people? This one is overcrowded with retarded victims just practically begging for their life to be taken. Pet Semetary I found to be creepy a little. The way everything is set up was REALLY spooky, but not terrifying. For the most pa",1
1304,"Probably the most accurate Stephen King adaption yet. Not surprising, since King himself wrote the screenplay. The story follows the Creed family moving into a beautiful Maine house. One of the other residents is Jud, a pleasant old man who knows a few things about the area. One is the highway that runs right through their frontyard. The other is a path leading to the Pet Sematary, where children for decades have buried the animals killed by the highway. Soon enough, Ellie Creed's cat, Church, i",1
1305,"So often with Stephen King adaptations, you just get a collection of characters reciting dialogue from the books. This really captures the heart of the book. Maybe because they DON'T use large chunks of text straight from the book, but it's a bit more of an improv of the events in the story. A big part of its success is Miko Hughes as baby Gage. Dale Midkiff and Denise ""Tasha Yar"" Crosby really act like his parents. There's a scene where Louis is cuddling Gage, and they are very natural together",1
1306,"Ok, first I have to point the fact that when I first saw this flick I was 9 years old. If I had seen this one two weeks ago for the first time, I´d probably have noted that this is just another cheaply-made-cable-TV horror film with some well-made scenes. But when you´re nine you just don´t care about those facts. This scared the hell out of me back then, especially those aforementioned Zelda- scenes (and they still do). Nowadays I´m kind of hooked to this film. I have to see this maybe once in ",1
1307,"*****Spoilers herein*****<br /><br />What really scares you? Killer sharks, or maybe ghosts trying to bring back a message? Maybe a chainsaw wielding psychopath?<br /><br />Maybe. But those fears don't even compare to a horror which people dare not even speak of or consider--and that is the death of one's own child. ""Pet Sematary"" taps this base, primal adult fear, and then takes it to places that most could not bear to explore.<br /><br />I've read comments about this film that include poor act",1
1308,"MINOR SPOILER<br /><br />Underrated little Stephen King shocker. It's not perfect, by any stretch of the imagination--even if the limp performances of Dale Midkiff and Denise Crosby were better, there'd still be the mismanaged mystical story elements to contend with. The old Micmac burial ground, Rachel's terminally ill sister, and the Jacob-Marley-an Victor Pascow never really come together into anything coherent, and the film in places feels confused and overstuffed. But few horror movies real",1
